0	3	5	1	2
0	1	2	3
3	1	4	2	0
0	1	3	-1
0	1	2	5
4	5	6	2	0
5	6	0	7	1	8
3	1	4	0	7
1	2	4	5	0
6	1	7	10	22
0	1	4	2	3
4	1	5	9
0	1	4	2
3	4	0	1	2
0	1	5	4	9
0	10	3	2
3	4	4	2
4	1	5	0	8
0	1	2	5
3	2	1	4	0
3	1	2	4
0	1	2	3
0	1	4	7
0	3	1	2	4
0	1	3	2
3	1	0	4	2
0	1	3	4	2
0	1	2	4
0	1	4	2	3
9	2	10	34
3	1	2	0	4
0	3	2	1
2	4	7	6
0	1	4	10	3	12
0	1	4	2	3
0	1	2	5	3	4
0	4	1	2	5
0	1	3	2	4
3	1	4	5	2	-1
0	1	4	2
1	2	4	5	5
4	22	2	5	0
0	1	2	3
0	1	4	2
0	1	2	3
0	1	3	2	4
0	6	5	22	7
0	1	4	2
1	2	3	5	0
0	1	2	4	3	5
4	4	3	2	5
0	4	1	3	2
0	1,37	7	11	20
0	1	3	2
3	4	1	5
0	1	2	3
0	1	4	3	2
3	1	4	2
0	1	2	11
0	1	2	4
0	1	4	3	2
8	9	8	6
0	2	3	1	4
3	9	6	5
1	3	12	5	14	0
0	5	1	1
1	3	2	5	0
1	2	5	4	3
1	2	6	4
0	1	2	3
6	1	3	2	9	0	18
0	1	2	4	1
1	2	5	3	7
3	1	5	2	0
0	1	2	4	3
0	4	1	3	2
1	5	6	9	0
0	3,0	1	2
1	2	4	6
1	5	6	9	0
0	1	13	2
0	1	6	2	28
1	2	3	4
1	2	3	7
4	5	11	2
3	1	4	6	0
0,7	7	17	3	5
0	7	6	17
0	2	1	6	10
0	1	5	2	16
0	1	2	-1
0	1	4	8	3
0	1	2	3	6
0	7	3	5	4	6
8	2	11	9	3
2	3	6	7
0	1	-1	3
0	1	2	3
0	1	4	8
3	5	8	4
3	2	7	12
4	1	2	0	5
6	8	2	8	6	16
3	1	2	11	4
2	3	4	7
0	1	2	4
0	1	2	3	24
1	2	3	4
3	4	1	0	9
1	2	0	-1	23
1	2	4	3	0
0	1	2	4
0	1	15	2
4	3	2	6	5	0
3	1	4	0	2
0	1	4	2
1	2	3	0
0	1	3	2	4
3	1	0	4	5
0	1	2	4
3	1	4	2
0	4	1	3
3	1	4	0	2
8	2	0	5
4	5	6	2	3	7
3	1	4	3	9
4	2	5,6	17	0
39	44,42	-1	21	12
0	1	4	4
3	1	0	2	4
3	4	5	7	2
0	1	3	4	5
1	2	4,0	5	0
0	2	5	3
0	1	2	4
0	1	3	2
0	1	2	8	19
0	11,13	2	11
4	1	5	7
0	1	2	4
5	2	7	5	4
0	1	2	3	8
0	1	2	3
0	1	2	10
0	1	3	4
0	1	4	3	2
3	2	1	9
0	1	2	4	-1
3	1	4	2	0
0	1	2	5
4	1	-1	0	2,3
0	1	3	4	2
3	1	2	9	0
0	1	4	27
8	9	13	2	18
0	2	6	8	7
6	7	4	1	9
0	1	6	12	2
0	1	5	4	3
4	1	2	5	0
0	1	5	2
-1	3	2	-1	4
3	1	2	4	3
5	3	9	6	0	1
0	1	2	3	4
5	6	4	7	2	1
4	5	6	7	3	0
0	1	3	5	2
0	1	4	2
2	3	4	6
3	1	4	5
0	1	6	2	3,2
3	1	2	11	10
3	4	0	1	12
3	1	4	2
0	5	3	4	5
4	5	1	6	3
0	1	4	2	5
14	15	16	20	0
3	1	5	4	25
1	4	6	7	2
1	2	3	5
0	1	3	4
1	3	7	6	4	0	9
0	2	1	5
3	5	6	4
1	2	4	5
0	1	4	3
0	2	1	3
3	1	2	0	4
0	1	6	7	10
13	1	2	4	6
0	2	5	3
1	2	3	6
1	2	12	1	7
2	3	4	2
11	1	4	2	3
4	5	1	6	0
1	2	3	7
3	4	2	1	0
6	1	7	16
3	4	1	6
3	1	2	0	38
1	4	2	3	5
1	2	3	4	18
0	3	2	4	1
4	2	3	0
0	1	2	3	4	7
4	8	2	6
3	1	2	4
0	4	2	0
0	1	2	3	5
3	2	1	4	5
0	1	3	5	4	6
3	1	4	5	0
0	1	7	5
0	1	2	6
0	1	2	3	4
0	1	2	4
0	1	4	3	2
3	1	4	5
1	7	2	10	0	6
0	1	25	5	6
0	1	16	3
3	5	1	4	0
3	5	1	4	0
0	1	4	2
3	2	4	0	1	11
0	1	4	2	0
0	1	3	4	6
0	1	3	2
0	1	2	10
0	1	4	3	2
4	2	3	0	12
0	1	2	8
0	1	2	3
0	1	4	3
4	2,1	3	8	10
3	1	2	4	0
0	2	1	3	4
0	1	3	2	4
0	1	4	5	2
3	2	1	4	7
4	5	2	3	6
3,0	1	4	2	3
0	1	3	2	5
0	1	4	5
0	1	6	2	5
9	4	10	16
0	4	2	3
0	1	3	2
0	1	4	3
0	1	3	2	5
0	1	4	2
3	4	1	2	7
0	1	3	4
3	1	2	4	0
3	4	6	1	0
0	1	5	10	7
3	1	4	0	5
1	3	4	5
0	6	2	3	5
4	1	2	5	32
1	16	3	1	16	0
3	1	2	4	0
0	1	3	2	5	4
0	3	16	1	4
0	1	4	5
3	1	4	17	0	2
0	1	2	8
0	1	2	4
1	2	3	7	6	1	0
1	2	5	0	7
1	3	2	4
0	1	4	2
2	3	4	5
0	1	2	4
1	2	4	10	5	7
0	2	1	4
0	1	4	3
1	2	5	3
0	1	2	3
3	2	6	1	13	4	5
4	0	7	8	5
0	1	2	3
0	1	5	2
1	2	5	4
0	5	6	1	2
2	5	1	4	6
6	2	1	7	8	0
0	1	1	3	2
2	3	2	5
0	1	2	3
1	2	0	6
0	1	2	4
0	1	3	2	4
3	2	4	7
1	2	4	2	12	0
1	4	2	7
3	2	3	4
1	2	4	6
0	1	3	2
0	2	1	3	9
0	1	3	2	7
0	1	3	2
0	1	5	4	3	2
0	2	1	4
3	11	1	10
1	2	4	3
3	2	1	6	4
3	1	4	2
0	1	5	8
0	1	3	4
0	3	10	6	2
0	1	3	2
0	1	2	13	3
1	4	2	6	7
0	1	2	3
0	2	6	5	1
4	5	11	7	12
0	1	2	7	4
3	1	4	2	3
3	4	3	4	2
0	0	4	5
4	5	7	3	2	0
3	1	0	4	12
4	7	8	6
0	1	7	3
0	1	2	10	4
0	1	2	9
3,25	1	4	7	0
0	1	2	3	6
0	1	4	3	2
0	1	3	2
0	1	3	4
0	1	5	12
0	1	2	3
4	9	5	10	6
0	1	2	3
3	4	1	0	5	8
3	4,21	5	0	2
-1	5	10	6	7
0	1	4	3	10
3	1	0	2	10
3	1	4	5
0	1	3	4
1	2	4	14	0
3	1	2	4	0	19
0	1	2	3	4
0	1	4	2	5
0	1	2	4
0	1	6	2
0	1	2	4	3
1	2	5	6	4	7	0
2	5	6	0	1	0
1	5	2	6	0
1	2	3	4
0	2	1	3
1	6	5	3
5,2	1	6	4	37
3	2	1	8
6	9	7	23
0	4	2	1	5
2	1	3	15	0
0	1	4	3
4	1	3,2	5
1	2	5	3
3	1	0	2	13	4
0	1	3	2
0	1	3	4
1	5	3	4	5
0	6	4	21
0	1	2	3
0	6	4	1
6	1	7	9	0	8
3	1	4	2
0	5	1	2
0	1	-1	3
1	3	2	0	5	4
0	1	4	2	3
4	27	5	0	8
6	16	5	2
4	1	5	7	0	2,3
0	2	5	4
0	1	2	4
4	1	3	0	5	15
7	1	2	11	4	6
6	7	8	6	1	18
4	5	1	8
0	4	2	1
4	1	8	5
6	1	7	0	-1
0	1	4	7
3,1	4	5	9	6
1	3	5	2	0	6
0	1	2	7
1	2	3	5
1	2	4	3
1	2	5	7,6	4
0	3	2	1
0	2	1	4	9
0	1	15	3	2
0	1	6	5	2
0	2	1	4	7	5
0	1	2	3	4
0	1	2	7
1	2	5	4
1	2	4	6	3
8	2	9	11,10	1
1	10	2	23	11	0
0	1	3	4	2
4	5	7	1	13
0	1	3	5
0	1	4	2	3	5
3	4	1	2	3
4	1	5	0	7
0	1	4	2
3	1	0	5	4
1	2	5	3	4	7
2	1	3	4
3	1	2	5	7
1	5	2	10
0	1	3	2
0	1	4	2
3	1	2	3	5
3	1	4	6	0
0	1	2	6
4	1	5	8	0	2
0	1	4	2	3
3	1	4	0	2
0	1	5	14
0	1	2	4	3
3	0	1	2
0	1	3	4
1	2	4	3
0	1	2	4
0	1	5	4	3
0	1	2	4	3
3	2	1	4	0
0	5	1	4	2
0	1	4	3	2
1	3	2	6
0	2	1	6	3
3	1	4	0	9	6
3	7	4	0	2	1
0	1	5	2	3
0	1	2	3
0	1	3	2	4
0	1	5	3
0	1	3	2
0	3	1	5
0	1	4	3	5
0	1	3	5	2
10	11	12	4	15
0	3	8	21
0	7	1	6	5
0	2	1	4
0	1	4	6
3	1	4	0	17
0	1	3	2	11
0	3	5	6
7	1	8	9	20
0	1	3	2	4
0	1	4	8
0	4	1	3
0	2	1	3	4
5	2	6	7	3
-1	1	4	2	5
3	1	4	0	18	2
0	1	2	5
0	1	2	3	4
0	1	3	4	2
3	1	4	2
5	1	6	0	8
0	1	2	7	3
0	1	2	14
0	1	4	2	3
0	1	2	13
3	2	3	4	1
3	1	4	2	0	5
0	1	2	3	4
1	2	3	4	0
0	1	2	14
0	1	4	5
0	1	2	6	3
0	1	4	2	6
6	7	10	2	9	0
0	1	2	5
0	1	4	0
0	1	6	5
3	2	3	8
0	5	1	2	7	10
0	2	1	4	5
0	1	4	3	2
0	1	4	3	2
4	5	7	0	2
2	8	6	5
1	2	3	5
4	1	5	0	7
0	1	2	5	0
2	4	6	4	1
4	5	3	43	0
1	2	5	21	7	0
15	2	4	0	10	6
3	1	2	5	0
1	2	-1	6
0	1	2	4	5
0	1	2	6	3
0	1	2	7	4
0	2	1	3	4
0	5	1	2	7
0	1	2	3
0	1	2	3	4
0	1	3	5	2
0	4	4	2
3	2	4	3	0
0	1	5	4
4	1	2	5	6
4	5	8	1
1	2	1	3	5
5	2	3	7,8	1
1	5	3	8	4	-1
5	1	2	6	7	0	8
1	6	8	5	11
6	1	17	0	2	21	18
4	2	1	6	0
3	7	0	1	2
0	1	3	4
0	1	3	2	11
0	3	1	2
3	3	4	2	0
0	1	6	2
1	2	6	5	4
1	2	3	4	0	6
1	8	4	5
2	3	4	1	0
1	2	5	0
4	1	2	4
0	1	3	2
0	1	4	2	14
0	1	2	5
0	1	2	3	4
0	1	2	3
0	1	4	3	25
1	6	3	8	2
0	1	2	3	15
0	1	4	2	3
5	2	4	6
5	6	1	0	14
1	4	7	6
0	1	4	2
0	1	4	5
0	1	3	10
0	7	3	2
4	3	2	5	0
3	1	4	7	2
3	-1	4	0	8
3	5	4	2	3
3	1	4	2
0	1	2	4	3
0	1	2	4
3	1	2	4	3
0	1	5	4	6	7
3	4	4	2
1	2	5	9	34
0	1	4	3	7	17
0	1	7	4
3	10	4	2
3	2	4	9	1	6
0	4	1	2	3
3	1	4	6	0
1	2
0	1	2	4	3
0	1	2	9
0	1	2	5
3	1	5	4
0	1	4	3	2
0	1	7	4	6
0	1	6	5
0	1	-1	9	2
3	1	4	2	0
0	1	2	4
0	1	2	3
0	1	2	3
5	1	6	2	8	9
1	2	6	8
0	1	4	3	2
5	1	7	6	0
0	1	2	5
0	1	3	4
3	24	0	4	18	2
3	1	4	0	6
0	1	2	3
3	1	2	4
0	1	2	3
0	1	2	3
0	1	2	3
0	4	9	5	8
0	1	2,3	4
6	7	4	15	1	0
1	2	3	4	0	12	11
2	3	5	6	1,0
4	1	2	0
0	2	1	3	4
0	1	2	4
3	1	2	0	12
2	5	4	1
3	2	6	7
0	1	4	3	14
4	5	6	7,8
0	2	1	6
0	2	5	3
7	8	3	9	0
3	2	4	1	6
0	1	2	9	5
3	1	2	4
0	1	2	5	3
0	1	2	3	4
1	2	5	8	6
0	1	2	3	4
3	4	19	0	2
1	2	5	3	4	0
3	1	2	5
3	1	0	4	2
0	3	1	2	4
0	1	3	4
1	2	3	4	8	0
0	1	4	3
4	1	5	0	3
6	2	7	4	-1
1	6	5	3	8
3	1	4	2	5
4	5	1	7	11	0
0	1	2	15	3
0	1	3	9
3	2	1	0	5
0	1	3	4	3
0	2	5	9
1	2	3	0	4
6	7	8	5
4	1	2	3	11
0	1	3	2	10
0	2	1	4
4	1	2	8
4	11	7	3	10
0	7	8	5	9,10
3	4	1	0	2	11
3	4	1	0	5
4	1	6	0	9
0	1	3	4
0	2	1	4	6
3	1	4	0	2	10
0	2	1	4	3
3	2	1	5	4
0	1	3	8
4	1	6	9
3	1	4	5
0	1	2	0	4
0	1	4	5
0	1	6	3
1	2	4	3
3	10	3	2	4
0	1	2	5
3	1	4	3
0	1	2	3	4
1	2	6	3	0
1	2	3	4
0	1	5	4	6	5
0	1	13	4	3
3	1	2	3
0	1	5	8	11,12
0	1	2	3
0	1	4	3	5
8	4	10	15
3	1	3	4	2
3	1	4	8
11	1	4	4
0	1	6	4	2
0	1	2	5	4
0	1	4	2	3
1	2	6	5	3	0
1	2	5	0	3	4
1	2	6	3	4	8	0
4	1	2	7	6
2	3	7	6
0	4	3	4	5
1	9	4	3	0
14	2	4,3	5	7	0
1	2	4	6
1	2	3	4
0	1	5	4	2
1	2	4	3
1	2	7	6
0	1	4	6
1	2	4	6	5
0	1	5	4	9
0	1	9	4
0	3	2	1	5
0	1	5	6	4
3	1	2	4
0	1	5	2
0	1	2	3	5
1	6	7	2	3
0	1	2	4	3
0	2	1	3	4
0	1	2	0	1	2
3	4	0	4	6
1	2	3	4	10	0
0	1	3	2	9
1	2	3	5
0	2	1	6	5
1	2	4	3	8
0	4	6	5	2	1	9
2	0	1	4
2	3	7	4
6	11	4	2
1	11	6	3
3	1	2	4	10
0	1	10	3
0	1	4	3	11
0	5	2	3
0	1	2	3
3	1	0	4	9
4	5	6	3
0	1	7	5
0	1	5	2	6
0	1	2	3
0	1	3	6
0	2	3	1	4	5
0	1	2	4	3	8
1	2	3
3	2	3	4
1	2	3	6
1	4	2	6
1	5	2	4	0
0	1	3	2	6
1	2	4	1	5
1	2	4	3
0	1	4	3	2
0	1	3	5	2
0	1	4	11
0	1	4	13	3
0	1	2	4	5	6
4	15	15	5
0	1	2	3
3	4	1	2
3	7	8	1
0	1	2	4
0	1	4	2	3
0	1	4	2	3
3	1	7	2	4
10	12	9	3	11
1	2	4	3
1	5	2	4
4	3	2	5	0	16
0	6	5	6	13
0	1	2	4	9
0	1	2	3	4
0	1	3	6
0	1	2	3	4
0	1	3	5	4
2	1	3	4
0	1	2	3	6
0	1	2	6
3	1	3	2	5
0	2,1	3	6	5
0	4	5	1
6	2	7	4	6	3
0	1	2	3
2	3	1	4	0
0	1	2	5
0	1	3	2
3	1	0	2	6	10
0	1	2	3
0	3	1	2	4
4	6	7	1	3
0	1	3	4
0	5	4	6
3	7	3	1	4
0	4	1	2	14
4	5	6	10	7
4	-1	2	4	24
3	13	4	5	2
0	7	1	6	17
0	1	3	6	8
0	1	2	4
0	1	4	2
3	1	2	12
3	1	2	15	0
0	1	5	2	3
5	1	6	9
0	1	7	2
3	1	5	4	2
0	1	3	2
0	1	2	4
1	2	3	4	11	0
0	1	5	3	4	2
0	1	4	13
1	2	5	3
0	1	2	3	3
0	1	4	-1
-1	2	3	6
1	2	-1	4
3	6	2	-1	21
4	5	6	1	10
0	1	4	5
0	1	3	4	2	5
3	5	0	10	1	14
4	5	7	10	6	11
3	1	0	2	18
1	2	6	5	20
0	1	2	5	4
0	1	3	3	2
0	1	4	2
0	1	3	2	4
0	1	2	3	10
3	32,1	5	4	0	2
2	3	1	9	0
0	1	3	2	4
9	10	6	5	0
1	2	3	8
2	4	5	1	7
4	1	4	3
4	2	5	1	0
0	1	2	4
3	4	5	1	2
11	12	6	2	37	13
0	1	2	4	3
3	1	0	2	7
1	2	4	6
1	3	2	0	9
0	1	7	5
0	1	4	2
3	1	-1	2	0
0	1	2	4	3
0	1	3	14
3	1	0	4
0	1	0	2	4
0	1	2	11	9
0	1	2	3	4
4	5	2	8
2	12	3	7
5	21	7	6	0
3	1	4	2	0
3	4	1	6	5
3	7	6	4	0
0	1	4	2
0	1	2	6	10
0	2	7	1	4	3	8	6	9
0	1	4	2	8
0	1	3	5
6	6	8	16
0	1	2	3	5	8
0	4	2	6	1
1	2	7	8	5
0	1	2	8	3
0	2	3	4	8
4	1	0	9	19
0	1	6	2	3
0	1	2	4
6	7	9	3	5
0	1	5	2	4
0	1	4	5
0	1	7	2	3
0	1	9	16
5	4	6	0	2
0	1	3	5	2
0	1	3	4	2
0	1	2	4
0	1	4	3	2
0	1	2	6
3	1	0	9	2
1	2	4	7	4
4	4	5	6	0
6	1	7	3
2	4	3	6
4	7	5	2
3	1	6	4	0
0	1	2	6	3	5
0	1	3	2
3	0	1	2	7
3	1	2	4
0	1	2	12
2	1	8	7
0	1	2	4	3
3	1	4	0	5
13	1	2	4	3
0	1	3	13	5
2	4	6	5
1	2	6	3
1	3	5	0
0	2	1	5	4
0	1	3	14	4
0	1	3	-1	5
0	1	2	4
4	5	3	1	7
1	2	5	3
1	2	1	0	0
1	2	4	9
2	1	3	5
1	2	3	0
1	2	5	4	5
0	1	3	2	4
3	1	4	2	5
1	2	3	4
6	2	5	0	7	3
0	1	5	4	2
0	1	2	15
2	3	5	4
1	3	4	11
5	6	16	1	4
3	1	4	2	5
0	1	7,10	2	3
0	1	3	4	5
3	1	4	-1	5
-1	1	5	3	4
4	5	2	7	9
4	1	5	0	6
0	1	4	2	5	6	3
0	2	4	8
2	3	4	6	1
1	3	2	4
0	1	7	2
1	2	4	5
4	2	1	6	5
1	2	4	8	7	13
1	2	5	3	4
4	26	2	8
0	1	2	3
0	1	2	5	3
0	1	2	3
0	1	2	3
0	1	3	2	5	4
0	1	3	5
0	1	3	4
3	1	9	3	7
0	-1	6	5	4
0	1	4	6	5
0	1	4	3	2
4	2	5	6	0	3
1	4	2	7
0	3	2	4
1	3	6	7	1	0
2	1	7	8
0	1	4	2
3	1	4	3	2
0	1	2	5
0	1	2	4
0	1	9	5
3	1	4	2	0
0	1	5	2
1	2	6	0	3
1	3	2	4	0
3	2	9	13	1
1	2	3	5	4
3	3	2	1	6
3	2	1	6	7
4	1	6	8
0	1	4	3
0	1	2	3
1	2	17	5	3
10	27	2	11	1
4	5	7	0
3	1	4	2	0
6	1	51,4	9	7
0	1	2	4
0	1	5	4
3	1	4	5
3	1	2	32	0	16
0	1	3	4	2
0	1	5	6
35	1	2	3	6
3	1	0	4	2
0	4	4	3	5
0	1	4	2	5
0	1	2	3
0	1	4	2	7
4	1	2	19	0
0	1	4	2	3	8
0	1	4	5
0	1	2	6
4	5	7	11	6
4	5	6	10	11
4	5	8	11	7
5	3,2	1	8	0	7	10
0	1	2	3	6
0	1	4	3	8
0	1	3	2	4
1	2	3	7
0	1	2	4	3
3	1	2	0
0	1	3	2	19
0	4	1	9	3
3	1	4	11	0
0	1	3	5
3	1	3	4	2
4	1	6	0	3
0	1	14	2	4
0	1	5	4
0	1	3	4
0	1	2	0
4	1	2	-1	8	7
1	21	3	41	20
4	2	3	5	0
0	1	4	2
3	1	4	0	6
1	3	8	11	2
3	1	2	7
4	2	0	3	15
0	1	3	4
5	1	6	10	0
0	5	1	4	8
4	33,24	5	2	3
3	4	1	0	5	21
0	1	2	4	3
3	4	5	1	0	6
0	1	3	4
3	5	0	8	4
0	1	3	4
3	1	2	6	0	4
0	2	1	4	6
0	4,1	4	3	2
0	1	3	4	2
0	1	5	4	6
4	2	8	3	7
0	3	1	2	4
0	1	3	4	2
0	1	2	3	7
1	2	5	6	0
0	5	6	7	1
3	1	3	2
0	4	1	3	8
0	1	6	4	2
-1	10	11	3,2	1	6
4	6	3	1	5	7
1	2	3	4	0
0	1	2	5
3	1	4	7	0
5	1	6	4
0	1	4	9	3
3	1	2	0	4
0	1	2	3	4
1	2	3	4	7
1	2	5	3
0	1	3	2	4
0	1	5	4
0	1	3	2	6
0	1	3	2
1	2	4	3
3	1	4	0	5	13
4	1	2	5	0
1	6,7	2	17	22
0	1	3	2	4	5
0	3	1	6	4
4	2	5	3	6
0	1	3	4	5
0	1	2	4	3
0	1	2	4
3	1	4	0	5
5	6	2	7	8	0
1	2	4	3	5
1	2	7	9
0	2	1	3
7	10	8	2	6	1
0	1	2	5	3	6
3	1	4	10	0
4	1	5	0	7	6
0	5	2	6	3	1	4
4	1	5	9	0	6
1	2	5	3	0
0	3	2	1	5
4	2	5	6	0	5
3	1	4	2	0
4	1	5	2
0	1	4	3
0	1	14	8	3
0	1	4	2
1	2	4	5	6
3	1	4	0	2	5
1	8	6	5	0
1	17	7	3	5	6	0	18
1	2	6	3	0
4	1	5	0	2
1	2	3	4	7
1	2	3	4
6	3	2	6	5	0
4	5	2	1	3
1	2	4	3
1	4	6	5
0	3	12	3	4
1	2	4	3
3	8	7	4
0	1	16	34	21
0	1	2	4
0	2	1	3
0	1	2
2	4	3	1	5
1	2	4	5	3	0
4	1	7	4
0	1	2	3	4
4	1	5	0	3
1	2	4	3	0
3	1	7	0	4	2
0	1	8	14
0	1	4	8
3	4	1	0	2
3	2	1	3	4
0	1	5	3	4
0	3	2	4	1
4	7	0	5	1	3
0	1	2	6
3	1	4	2
5	1	6	5	2
3	1	2	5
0	5	2	10	1
8,2	3	4	5
4	1	5	0	3
1	3	2	5
0	1	4	3
3	1	4	2
0	1	9	4
4	1	5	0
0	1	3	4
0	6	8	4
0	1	4	2
15	0	9	7,19
0	1	4	2
3	1	3	7	4
0	1	5	2
3	4	2	3
0	1	5	2
1	3	-1	4
0	1	3	6	2
0	1	6	5
3	1	4	5	2	0
2	10	11	-1	22
1	2	4	3
1	2	5	0	3
1	5	2	3
3	2	0	1	4
0	1	2	4
4	1	12	7	0
3	1	4	2	0
0	1	2	3	8
3	2	6	10,9	1	0
0	1	2	3
0	1	5	4
1	2	3	5	6	0
4	1	5	0	2
0	1	2	3	4
0	1	4	2
0	4	2	4	3
0	1	3	4	2
0	1	2	4	3
4	1	7	0	8
3	4	0	1	2
0	2	5	4
0	1	4	2	3
0	1	3	2
0	1	3	2
0	2	1	4
1	2	4	5
8	9	7	19
3	1	0	4	2
0	1	3	4	2
3	1	2	5	0
0	1	3	2	4
0	5	4	1	19
3	1	4	6	0
3	1	4	8	0
3	2	3	1	13	7
1	3	4	2
1	2	5	4	6
0	1	3	4
1	2	5	4
1	2	5	7
1	2	3	4	0
1	2	3	5
0	6	4	3
0	1	2	3
1	3	6	2	4
0	1	2	13
0	1	5	6	4
3	1	4	0	2	5
3	1	4	0	5
0	1	5	3
0	7	4	2
3	1	2	0	20
0	1	2	3	4
3	1	2	4	0
0	4	3	1	2
0	1	6	5	4
0	1	4	13	2
6	9	3	1
4	5	2	6	10
0	1	2	6
1	2	7	6
3	1	0	6	4
1	2	4	6
1	2	5	3	0
1	2	3	10
0	1	5	4
1	7	3	8	0
1	2	3	6
2	4	9	9
0	1	4	2
1	2	3	6
2	3	4	1
0	1	3	4
0	1	6	4	5
0	1	6	8
0	4	3	5
0	1	3	4	5
0	1	4	3	2
0	1	2	3
0	1	4	3	2
0	1	2	3
1	2	5	4	6
0	1	3	4	2
16	4	17	17	16
3	1	2	3	4
0	1	2	5
0	2	1	4
0	1	4	3
0	1	5	3	4
0	1	3	8	2
0	1	10	11
0	4	2	4	3
0	5	4	7
0	1	2	3
3	1	2	4
1	2	4	0
0	1	2	3	9
3	3	7	2	0
1	5	2	9	4	13	0
0	3	4	1	2
0	1	2	3	6
1	2	3
1	3	2	8
0	1	4	2
0	1	2	4
0	3	1	2	4
0	1	9	4	3
0	1	4	3
3	1	0	4	2
0	1	4	2	5
2	6	11	4
5	1	7	2	4
0	1	3	4
0	5	1	2	17
4	5	8	7,6	11
0	1	4	3	2
3	1	4	6	0
0	1	3	4
3	4	0	1	2	5
0	1	2	5
0	1	2	3
3	23	5	0	20
6	1	0	2	22
0	1	4	2	3
0	1	3	6	5
3	1	4	5	2
0	1	2	5	4
1	2	4	3	0
0	1	4	2	3
3	1	0	4	21
0	1	4	5	9
0	1	3	4	2
0	4	1	3	11
0	1	2	5
4	2	5	6
3	1	2	0	4
2	1	3	4	0
6	7	2	4	8
0	1	-1	5
0	4	-1	3	2
4	1	0	0	8
3	1	2	5	4
0	1	2	3
0	1	4	3	2
0	4	1	2	6
0	52	10	8	9	1	4
0	2	4	11
0	4	1	3	2
0	6	7	5
0	1	2	3	4
1	2	3	5
3	1	3	10
0	2	6	1	3
5	1	0	7	3
0	1	3	5	7
7	8	5,17	19	2
0	1	2	4
4	1,2	0	5	7
1	2	3	5	4	0
0	1	2	3
3	-1	3	4	2
0	1	13	3
6	7	3	8	4
0	7	2	6
3	1	4	0	2	5
0	3	2	1	6
0	1	2	8
0	3	2	5
0	1	4	2	3
0	1	3	2
0	1	2	0
0	1	4	8
3	4	4	0	11
0	1	0	3	2
0	1	2	4
0	1	3	12	2
4	1	5	6
3	4	1	6	0	2
0	1	2	4
0	1	2	6
0	1	3	4	2
0	1	4	5
0	1	3	2
6	7	11	12
3	4	1	5	6	0
0	1	5	7	4
0	1	13	3	4
0	2	1	11	4
0	3	2	1	4
0	1	6	2
5	1	6	7
0	1	2	4	3
-1	4	2	1
0	1	2	4
1	2	5	6
3	4	5	2
1	2	5	4	7	0
2	3	2	6
3	1	2	3	4	5
4	2	8	5	9	0
1	2	4	5
0	1	2	4	6	3
4	2	5	1
0	3	1	4	2	11
1	3	6	4
1	2	4	3
4	3	2	5	6
0	5	1	4
3	1	4	7
0	1	4	2
1	2	3	8	6	0
1	4	3	2
0	1	4	6
3	1	4	5
1	2	4	7	0
0	1	3	2	4
3	4	6	10	0
0	6	1	4	7
1	2	8	7
0	1	4	2
0	1	4	0	2
0	1	2	6	4
3	1	0	5	4
1	3	5	10
0	2	5	1
1	3	7	6	9
1	8	2	9	7
4	2	6	1	0
1	2	4	5	0
0	1	2	5	10
2	3	4	5
1	2	4	3
1	2	7	4	9	0
0	1	5	2	4
1	4	2	3	0
3	1	2	0	-1
6	7	8	9	2	3
0	1	4	5	16
0	4	1	5
0	1	2	3
3	1	2	5	0
0	0	1	3	5
0	1	3	7
4	1	6	5	0
1	2	5	1	15	0
3	6	4	3	4
3	1	0	4	2
0	3	4	1	2
0	3	1	6
0	1	2	3
0	1	4	5
0	1	4	3	2
3	1	2	14	13
0	1	2	2
0	1	4	3
5	1	6	11	0
3	5	6	2	1
0	1	2	3
0	1	3	5	7
0	1	3	2
4	1	5	2
0	1	3	4
6	8	2	0	7
5	1	7	4
0	1	2	4	3
0	1	6	4
0	1	4	2
0	1	0	4	2
0	1	2	3
0	11	4	2	11
0	2	1	3	12	4
0	4	1	2	12
3	1	4	2	0
3	1	2	5
0	1	2	3
3	1	6	9	2
0	1	2	4
3	1	10	0	5	4
4	5	1	18	41
1	2	8	7
0	1	4	2	20
3	0	1	2	0
1	2	6,5	7	8	0
0	3	4	1	2
0	2	3	1	5
5	6	9	4	11	13
3	1	6	7
0	1	3	11	2
0	1	3	4	2
4	1	0	2	5
3	1	4	9	0
3	1	4	2
0	1	5	6
3	1	0	2	18
3	1	2	4	0	5
3	2	4	1	0	5
1	2	3	5
1	3	13	2	5
3	1	2	0	4
0	1	3	4	2
0	1	3	2
0	1	2	3
3	5	2	7	4
4	6	5	8	3
6	2	8	7	11
6	7	11,10	8	5
0	1	4	2
3	1	6	4	0
0	1	4	3	2
0	1	3	2	4
0	2	1	4	5
0	4	3	5	6
3	1	4	2
2	3	1	4	12
3	4	2	0	7	1
0	4	6	3	2
3	1	4	2	0
0	1	3	2	9
0	3	-1	10	4
0	1	3	2	5
0	1	6	4	5
0	1	5	3	4
3	1	4	12	9
3	5	4	4
3	1	4	0	2
0	1	8	4	2
0	1	4	3	2
4	1	17	13	5
0	3	2	4	1
0	1	4	9
6	1	7	10
0	1	3	4
0	1	2	4	5
3	1	2	5
0	1	4	5
0	1	2	8
0	7	8	9
0	1	3	2	4
0	4	1	8
3	2	1	4
